stichtag;kreis_id;kreis_name;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
stichtag;kreis_id;kreis_name;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2024;08135;Heidenheim, Landkreis;1733;2034;2725;3417;2032;1432;3848;4100;4496;4593;4487;4091;4271;5217;5167;7500;6277;1759;1975;2706;3132;1965;1233;3152;3469;3984;4347;4268;3984;4373;5132;5228;8069;9039
31.12.2024;08136;Ostalbkreis;4540;4986;6470;7721;4818;3335;8732;9796;10387;10597;10207;9270;10423;12616;12176;17822;14017;4255;4705;6261;7289;4549;3109;8082;8698;9545;9887;9912;9461;10322;12482;12361;19133;19463
31.12.2024;08211;Baden-Baden, kreisfreie Stadt;672;740;979;1176;795;515;1309;1473;1521;1652;1617;1531;1707;2337;2391;3391;3301;571;761;1008;1158;700;477;1281;1413;1643;1804;1920;1843;1852;2287;2264;3900;4892
31.12.2024;08212;Karlsruhe, kreisfreie Stadt;3603;4000;5064;6440;3869;3757;14253;15819;13394;11234;10079;8920;9229;11000;10149;13676;12509;3361;3647;5142;5885;3636;3014;10311;12398;11212;10059;9642;8873;9215;10810;10375;15959;18516
31.12.2024;08215;Karlsruhe, Landkreis;6128;6855;9131;11216;6861;4700;11829;13337;14489;15839;15254;13662;14956;18785;18304;25516;20778;5635;6593;8688;10557;6092;4030;9456;11260;13255;14796;14931;13808;15033;18502;18649;28207;29132
31.12.2024;08216;Rastatt, Landkreis;3060;3382;4658;5557;3368;2350;5975;6490;7196;7646;7615;6849;7322;9398;9562;13777;10575;2896;3296;4317;5225;3181;1967;4918;5457;6628;7314;7400;6890;7584;9393;9647;14994;14850
31.12.2024;08221;Heidelberg, kreisfreie Stadt;1920;1965;2658;3055;1909;1977;8094;8411;6917;5430;4696;3886;3777;4440;4024;6035;5403;1770;2003;2576;3081;1825;2171;10319;8738;6700;5408;4944;4237;3945;4480;4412;6924;7626
31.12.2024;08222;Mannheim, kreisfreie Stadt;4199;4307;5753;6824;4142;3442;12036;13708;13359;12309;11166;9697;10026;11444;10551;14048;12235;3973;4194;5630;6393;3929;3100;11826;13059;12004;10953;10435;9340;9579;10904;10268;15668;17534
31.12.2024;08225;Neckar-Odenwald-Kreis;1872;2209;2906;3364;2137;1574;4151;4280;4491;4802;4482;4091;4504;6045;6162;9077;6672;1810;2029;2829;3281;1970;1348;3134;3480;3984;4360;4339;4170;4792;5740;6320;9587;9271
31.12.2024;08226;Rhein-Neckar-Kreis;7173;8319;11604;14054;8327;5752;14024;15481;17167;18268;18054;16431;17490;23092;21737;30709;26829;6837;8034;10960;12892;7710;5172;12715;14464;16407;18026;18545;17324;18327;23224;22616;34401;36396
31.12.2024;08231;Pforzheim, kreisfreie Stadt;2054;2216;2876;3463;2103;1548;4364;4942;4957;4882;4411;4016;4058;4654;4494;6085;5295;1918;2103;2851;3199;1973;1475;4097;4387;4496;4524;4319;4009;4177;4612;4641;7273;8440
31.12.2024;08235;Calw, Landkreis;2408;2510;3355;4053;2434;1721;4321;4655;5036;5556;5149;4722;5138;6357;6583;9253;7141;2278;2531;3218;3700;2292;1466;3646;4058;4741;5136;5097;4656;5118;6472;6672;10077;9701
31.12.2024;08236;Enzkreis;2891;3232;4245;4848;3026;1972;5285;5664;6090;6523;6355;5767;6268;8295;8130;11296;9210;2746;3189;4226;4669;2818;1797;4410;4849;5600;6370;6358;5671;6359;8462;8187;12120;12817
31.12.2024;08237;Freudenstadt, Landkreis;1685;1851;2407;2915;1864;1281;3540;3878;3982;4007;3865;3556;3985;5028;5019;6926;5189;1555;1760;2439;2811;1764;1196;2946;3158;3617;3688;3728;3475;3914;4886;5080;7502;7461
31.12.2024;08311;Freiburg im Breisgau, kreisfreie Stadt;3261;3462;4468;5351;3201;2536;8905;10906;10082;8613;7390;6095;6055;7195;6734;10302;8491;3069;3156;4067;4834;2857;2844;12799;12428;10339;8698;7409;6556;6632;7709;7518;11491;12007
31.12.2024;08315;Breisgau-Hochschwarzwald, Landkreis;3714;4420;5673;6857;4161;2801;7084;7804;8398;8706;8414;7652;8190;10769;10549;15601;13430;3565;4149;5479;6432;3927;2711;6104;6867;8029;8548;8632;7945;8741;11307;10980;17353;17566
31.12.2024;08316;Emmendingen, Landkreis;2478;2692;3569;4098;2485;1796;4491;5006;5354;5656;5478;4810;5287;6790;6607;9802;7580;2289;2586;3511;3938;2390;1641;3710;4213;4879;5509;5545;4990;5539;6894;6989;10686;10499
31.12.2024;08317;Ortenaukreis;6291;6914;9247;11002;6787;4628;12232;13677;14402;15130;14131;12689;14007;17950;17763;25915;19371;5809;6715;8893;10318;6443;4318;10257;11808;13172;14110;13869;12794;14110;17672;17605;27757;27072
31.12.2024;08325;Rottweil, Landkreis;2151;2379;2997;3474;2189;1488;3650;4143;4489;4647;4329;4033;4483;5800;5595;7980;6313;2026;2180;2963;3266;2047;1331;3101;3575;4078;4392;4246;3919;4487;5588;5801;8394;8703
31.12.2024;08326;Schwarzwald-Baar-Kreis;3080;3379;4381;5213;3329;2182;5891;6777;6865;7287;6722;6104;6415;7997;8228;12117;10046;2929;3329;4317;4955;3088;2002;5129;5689;6407;6824;6626;6090;6460;8117;8248;13411;14431
31.12.2024;08327;Tuttlingen, Landkreis;2312;2572;3127;3970;2383;1683;4191;4586;4812;5090;4781;4355;4682;5395;5385;7713;5825;2150;2302;3151;3616;2219;1386;3518;3982;4443;4821;4521;4331;4480;5407;5349;8378;8292
31.12.2024;08335;Konstanz, Landkreis;3676;4474;5958;6890;4167;3128;9499;9798;9468;9387;8691;7782;8348;10983;10707;15506;13654;3540;4099;5461;6471;3972;3053;9565;9450;8993;9329;9170;8281;9050;11923;11542;17098;18728
31.12.2024;08336;L�rrach, Landkreis;2983;3776;5242;6208;3763;2490;6202;6953;7753;8095;7520;6816;7346;9445;9242;13021;10204;2848;3749;5006;5956;3633;2261;5195;6278;7242;7842;7750;7173;7823;9884;9787;14207;14570
31.12.2024;08337;Waldshut, Landkreis;1933;2836;3831;4564;2788;1803;4459;4750;5364;5627;5573;4849;5195;6677;6739;9982;7758;1933;2791;3638;4377;2663;1594;3765;4226;4994;5627;5618;4978;5317;6812;6912;11125;10481
31.12.2024;08415;Reutlingen, Landkreis;4143;4650;6197;7210;4474;3108;8356;9073;9529;9602;9416;8416;9482;11723;11225;15768;12990;3927;4394;5890;6788;4229;2974;7320;7982;8740;9427;9352;8842;9606;11536;11378;17449;18287
31.12.2024;08416;T�bingen, Landkreis;3235;3491;4725;5256;3188;2500;8809;9249;8386;7647;7195;6080;6478;8131;8057;11825;8871;3013;3477;4713;5340;3219;2871;10736;9267;8054;7752;7283;6335;6829;8309;8380;12748;12097
31.12.2024;08417;Zollernalbkreis;2668;2965;3885;4630;2860;1982;5231;5732;6091;6300;5984;5445;6104;7781;8012;11313;8681;2523;2905;3729;4418;2695;1807;4409;4721;5709;6116;5945;5539;6352;7734;8010;12409;12641
31.12.2024;08421;Ulm, kreisfreie Stadt;1801;1749;2359;2935;1737;1252;4570;6105;5703;4916;4250;3918;3978;4248;3804;5463;5299;1680;1815;2327;2967;1833;1477;4774;5410;4844;4162;4096;3832;3855;4344;3996;6692;7691
31.12.2024;08425;Alb-Donau-Kreis;3040;3514;4490;5259;3235;2246;5706;6110;6468;7074;6796;6277;6590;8000;7826;10836;8241;2845;3288;4322;4881;2943;1944;4835;5505;6039;6650;6505;5988;6478;7878;7651;11517;11377
31.12.2024;08426;Biberach, Landkreis;3155;3488;4700;5410;3279;2258;5708;6434;7034;7474;6901;6323;6789;8337;7715;11276;8253;2983;3427;4439;5208;3130;1878;4725;5526;6316;6999;6767;6075;6707;7983;7696;11840;11182
31.12.2024;08435;Bodenseekreis;2979;3377;4350;5186;3348;2342;5543;6141;6777;7091;6922;6497;6802;8871;8426;12240;11686;2838;3124;4157;5019;3139;2069;4701;5570;6394;6971;7039;6483;7016;8894;8786;14154;15872
31.12.2024;08436;Ravensburg, Landkreis;4061;4767;6039;7229;4460;3095;8586;9392;9711;9937;9112;8437;9270;11405;10778;15636;12949;4052;4486;5865;6871;4165;2846;7759;8381;8853;9136;9207;8348;9504;11489;11136;16980;17160
31.12.2024;08437;Sigmaringen, Landkreis;1883;2049;2683;3289;2079;1400;3753;4106;4357;4436;3972;3784;4129;5358;5548;7713;5627;1735;1946;2563;3010;1896;1308;3093;3410;3822;4024;4058;3587;4303;5447;5538;8226;8035
31.12.2024;09161;Ingolstadt, kreisfreie Stadt;2209;2323;2848;3435;2007;1482;4775;6010;5789;5822;5148;4668;4425;4946;4424;6240;5240;2071;2205;2847;3237;1852;1227;3700;4738;5085;5141;4848;4339;4273;4789;4428;7181;7433
31.12.2024;09162;M�nchen, kreisfreie Stadt;22990;21552;26666;32105;18872;14628;46859;68502;68974;63577;54179;48237;47227;51335;41669;53605;56465;21324;20531;26014;30238;18021;13330;46993;69041;69305;61312;54511;49085;46937;50340;44388;64470;81723
31.12.2024;09163;Rosenheim, kreisfreie Stadt;944;967;1264;1471;917;668;2222;2683;2529;2429;2101;2060;2003;2344;2125;2809;2816;906;949;1158;1400;844;602;1830;2412;2331;2242;2081;1996;2065;2395;2264;3366;4081
31.12.2024;09171;Alt�tting, Landkreis;1629;1925;2362;2847;1639;1168;2978;3430;3641;3876;3776;3348;3639;4484;4515;6319;4978;1534;1640;2333;2665;1527;1035;2691;2931;3252;3524;3669;3207;3610;4440;4564;7161;7601
31.12.2024;09172;Berchtesgadener Land, Landkreis;1321;1601;2108;2417;1414;1027;2564;3234;3444;3637;3443;3042;3200;4102;3906;5539;5510;1314;1468;1994;2315;1328;912;2450;2919;3181;3370;3214;3054;3266;4208;4195;6461;8134
31.12.2024;09173;Bad T�lz-Wolfratshausen, Landkreis;1796;2065;2786;3305;2048;1402;3200;3526;4012;4227;4227;4026;4106;5439;4951;6818;6370;1757;1855;2578;2937;1757;1144;3058;3244;3658;4242;4392;4047;4366;5583;5148;7444;8734
31.12.2024;09174;Dachau, Landkreis;2273;2433;3309;4061;2316;1542;4145;4858;5057;5373;5453;5105;5151;6398;5743;7355;6187;2058;2342;3060;3603;2169;1381;3578;3922;4636;5297;5569;5261;5167;6181;5639;8099;8874
31.12.2024;09175;Ebersberg, Landkreis;2070;2402;3136;4019;2378;1629;3910;4188;4312;4642;4970;4915;5088;6255;5179;6497;6370;1975;2179;3032;3725;2174;1403;3383;3498;3968;4736;5271;4965;4953;6016;5299;7033;8655
31.12.2024;09176;Eichst�tt, Landkreis;1961;2451;3240;3699;2213;1433;3809;4008;4261;4733;4778;4577;4307;5437;5062;7349;5299;1892;2388;3129;3486;2025;1276;3382;3447;3935;4663;4713;4114;4274;5085;5069;7394;6779
31.12.2024;09177;Erding, Landkreis;1991;2246;3074;3472;2140;1415;3886;4334;4528;4828;4774;4779;4978;6271;5577;6928;5124;1989;2145;2905;3277;2018;1306;3581;3897;4333;4679;4880;4655;4937;5831;5259;7084;7006
31.12.2024;09178;Freising, Landkreis;2578;2981;3888;4639;2818;2008;6044;7077;6823;7109;6802;6343;6500;7608;6636;8072;6382;2481;2658;3542;4179;2442;1765;5228;6040;6052;6446;6376;5992;6057;7314;6526;8579;8579
31.12.2024;09179;F�rstenfeldbruck, Landkreis;3066;3383;4668;5707;3413;2300;5534;5975;6537;7150;7280;7052;7298;8955;7687;9972;10955;2829;3128;4396;5356;3142;2014;5068;5426;6397;7182;7542;7234;7294;8814;8024;11816;15633
31.12.2024;09180;Garmisch-Partenkirchen, Landkreis;1100;1248;1654;1895;1204;852;2134;2549;2744;2702;2480;2428;2651;3674;3599;4873;5087;1064;1152;1570;1834;1135;749;1997;2330;2724;2752;2685;2714;2944;4042;3805;5502;7423
31.12.2024;09181;Landsberg am Lech, Landkreis;1681;1935;2584;3090;1874;1169;3059;3482;3714;3960;3924;3780;3929;5355;4937;6537;5693;1568;1848;2492;2973;1785;1135;2604;2865;3260;3773;4008;3717;4219;5467;5185;7133;7372
31.12.2024;09182;Miesbach, Landkreis;1277;1448;1919;2320;1484;971;2480;2551;2831;3075;2976;2842;3267;4314;3865;5047;5052;1236;1307;1819;2142;1317;820;2091;2218;2618;3046;3154;3097;3409;4332;4000;5519;7308
31.12.2024;09183;M�hldorf am Inn, Landkreis;1798;1882;2532;3048;1723;1309;3329;3853;4193;4337;4141;3869;4100;5052;4733;6715;5139;1725;1878;2366;2799;1685;1062;2945;3230;3668;3945;3759;3716;3942;4759;4702;7097;7006
31.12.2024;09184;M�nchen, Landkreis;4604;5331;7504;9370;5899;4112;10891;10730;10577;11436;11705;11789;12024;14580;11882;15109;17794;4371;4999;7126;8951;5463;3661;8738;9051;9896;11462;12663;12350;12399;14207;12164;17162;24396
31.12.2024;09185;Neuburg-Schrobenhausen, Landkreis;1447;1595;2154;2601;1523;1046;2702;2912;3214;3468;3484;3197;3292;3984;3912;5362;3973;1404;1588;2106;2528;1479;936;2311;2481;2956;3190;3419;3068;3162;3714;3866;5741;5549
31.12.2024;09186;Pfaffenhofen an der Ilm, Landkreis;1940;2275;2895;3340;1913;1292;3541;4006;4428;4924;4828;4366;4296;5369;5042;6808;5081;1924;2104;2752;3160;1739;1150;2949;3333;4050;4576;4674;4040;4124;5034;4994;7196;6638
31.12.2024;09187;Rosenheim, Landkreis;3582;4165;5501;6402;3927;2628;6428;7096;7795;8388;8321;7370;8263;10783;9972;14049;12582;3451;3800;5098;6113;3459;2276;5678;6190;7430;8196;8239;7848;8733;11217;10691;15559;17407
31.12.2024;09188;Starnberg, Landkreis;1604;2073;2874;3622;2374;1564;3466;3371;3502;3882;4171;4165;4668;6080;5324;6807;7851;1557;1983;2704;3573;2259;1382;3097;2926;3416;3975;4631;4731;5070;6329;5557;8016;10725
31.12.2024;09189;Traunstein, Landkreis;2450;2742;3552;4044;2582;1670;4256;4946;5420;5581;5438;4913;5524;6989;7051;10041;8919;2275;2504;3255;3825;2404;1594;3758;4385;5154;5629;5306;5212;5700;7271;7338;11026;12390
31.12.2024;09190;Weilheim-Schongau, Landkreis;2032;2197;3036;3477;2150;1387;3458;3919;4191;4496;4383;3993;4213;5684;5500;7601;6918;1810;2193;2863;3363;1884;1297;3018;3395;4051;4408;4378;4066;4519;5894;5730;8330;9123
31.12.2024;09261;Landshut, kreisfreie Stadt;1033;987;1373;1652;1051;700;2095;2674;2692;2753;2402;2260;2278;2719;2360;3235;2978;929;978;1317;1587;989;726;2113;2534;2407;2420;2393;2352;2254;2660;2440;3968;4554
31.12.2024;09262;Passau, kreisfreie Stadt;613;643;845;999;639;470;1978;2682;2100;1880;1553;1437;1528;1739;1749;2617;2464;626;646;829;1004;618;555;2278;2208;1788;1599;1659;1467;1456;1773;1816;3162;3619
31.12.2024;09263;Straubing, kreisfreie Stadt;617;621;813;1057;657;532;1595;1960;1956;1876;1702;1591;1611;1835;1795;2557;2018;580;567;789;950;610;439;1478;1615;1478;1450;1480;1451;1517;1713;1879;3085;3128
31.12.2024;09271;Deggendorf, Landkreis;1597;1781;2223;2859;1652;1248;3954;4258;4178;4010;3925;3588;4048;4909;4860;7090;4922;1501;1611;2189;2575;1563;1112;3244;3537;3696;3703;3794;3599;4031;4621;4916;7849;7201
31.12.2024;09272;Freyung-Grafenau, Landkreis;1036;1063;1410;1709;1078;762;2045;2230;2438;2312;2378;2250;2614;3299;3454;5497;3522;892;1015;1457;1604;933;632;1735;2012;2204;2273;2341;2183;2701;3385;3667;5723;4856
31.12.2024;09273;Kelheim, Landkreis;1779;2060;2635;3131;2061;1428;3536;3852;4105;4435;4408;4096;4341;5216;5015;6826;4906;1718;2001;2479;3106;1762;1198;3091;3236;3699;4042;4152;3974;4088;4847;4762;7353;6699
31.12.2024;09274;Landshut, Landkreis;2355;2630;3585;4082;2465;1674;4260;4627;5185;5501;5487;5170;5549;6971;6419;9029;6563;2257;2556;3380;3939;2397;1484;3700;3858;4671;5381;5446;5128;5549;6643;6375;9416;8438
31.12.2024;09275;Passau, Landkreis;2459;2773;3659;4496;2766;1922;5035;5436;5720;6056;6326;5834;6513;7974;7952;12586;9093;2335;2715;3474;4233;2462;1574;4391;4719;5359;5830;5960;5623;6541;7934;8499;13642;12808
31.12.2024;09276;Regen, Landkreis;973;1120;1426;1775;1027;721;1995;2152;2386;2476;2386;2224;2565;3140;3247;5358;3494;951;1073;1411;1583;961;720;1741;1890;2086;2294;2248;2288;2517;3208;3394;5513;4924
31.12.2024;09277;Rottal-Inn, Landkreis;1633;1877;2477;2803;1785;1236;3226;3535;3887;3847;3768;3526;3986;4844;4855;7327;5396;1593;1714;2199;2692;1634;1081;2799;3209;3535;3568;3766;3427;3873;4866;5083;7844;7606
31.12.2024;09278;Straubing-Bogen, Landkreis;1469;1755;2135;2421;1444;1059;2783;2776;3192;3491;3437;3163;3609;4341;4254;6157;4130;1475;1662;2048;2356;1450;943;2304;2392;3035;3292;3213;3128;3634;4300;4186;6397;5610
31.12.2024;09279;Dingolfing-Landau, Landkreis;1374;1601;1962;2429;1452;1032;3029;3330;3685;3999;3571;3330;3516;4083;4096;5744;3778;1338;1565;1960;2173;1349;894;2333;2494;3075;3276;3240;3007;3267;3842;3991;5914;5306
31.12.2024;09361;Amberg, kreisfreie Stadt;499;562;748;865;617;405;1249;1507;1503;1488;1426;1249;1210;1608;1564;2441;1949;493;573;761;919;563;377;1037;1217;1255;1311;1255;1162;1331;1704;1739;2882;3084
31.12.2024;09362;Regensburg, kreisfreie Stadt;2070;1766;2394;2862;1706;1564;5900;8343;7526;5962;5025;4358;4380;4884;4332;6210;5318;2042;1839;2358;2911;1803;1542;6521;7496;6427;5464;5044;4611;4526;4778;4677;7029;7721
31.12.2024;09363;Weiden in der Oberpfalz, kreisfreie Stadt;540;512;735;907;581;439;1274;1556;1574;1377;1234;1142;1286;1684;1600;2265;1925;533;509;732;858;543;394;1201;1353;1269;1275;1304;1235;1393;1684;1715;2717;3098
31.12.2024;09371;Amberg-Sulzbach, Landkreis;1503;1544;2010;2344;1526;1016;2586;2919;3213;3453;3212;3017;3383;4460;4597;6673;4502;1472;1437;1950;2263;1357;865;2274;2479;2985;3264;3162;2985;3387;4434;4638;6833;6239
31.12.2024;09372;Cham, Landkreis;1677;1845;2431;2853;1751;1237;3407;3989;4122;4239;4190;3780;4298;5282;5399;8477;5644;1577;1830;2321;2876;1636;1157;2964;3166;3622;4010;3918;3703;4280;5126;5400;8593;7734
31.12.2024;09373;Neumarkt in der Oberpfalz, Landkreis;2011;2257;3003;3332;2037;1448;3805;4240;4675;4824;4770;4261;4615;5851;5599;8020;5463;1873;2180;2577;3186;1804;1231;3302;3604;4203;4353;4384;4007;4562;5665;5645;8413;7493
31.12.2024;09374;Neustadt an der Waldnaab, Landkreis;1493;1462;1864;2166;1331;906;2427;2687;2926;3139;3134;2748;3079;4123;4218;6193;4060;1392;1378;1828;2101;1218;780;2122;2354;2779;3051;2940;2691;3182;4103;4109;6391;5674
31.12.2024;09375;Regensburg, Landkreis;2800;3122;4215;5083;2997;2032;5137;5257;5886;6612;6595;6193;6652;8094;7899;11302;8307;2615;2965;4130;4561;2742;1714;4313;4648;5569;6400;6569;6218;6711;8123;7873;12098;10781
31.12.2024;09376;Schwandorf, Landkreis;2070;2288;2989;3476;2061;1468;3976;4409;4875;5175;4846;4823;5059;6191;6231;8898;6028;1928;2160;2796;3238;1944;1331;3392;3942;4500;4710;4787;4450;5071;5850;6218;9331;8801
31.12.2024;09377;Tirschenreuth, Landkreis;875;983;1272;1557;949;658;1747;2048;2258;2385;2165;2057;2475;3166;3294;4739;3265;933;995;1273;1585;905;615;1572;1827;2089;2072;2120;2028;2328;2986;3206;5022;4761
31.12.2024;09461;Bamberg, kreisfreie Stadt;1085;989;1308;1525;928;725;2654;3635;3432;3113;2510;2163;2156;2651;2549;3435;2964;1036;986;1271;1490;912;690;2635;3241;3003;2735;2351;2118;2260;2686;2718;4227;4969
31.12.2024;09462;Bayreuth, kreisfreie Stadt;774;863;1135;1346;915;823;3342;3630;2912;2457;2177;1951;1980;2431;2347;3535;3241;764;799;1106;1323;843;774;3134;3062;2324;2137;2009;1914;2094;2506;2610;4505;5177
31.12.2024;09463;Coburg, kreisfreie Stadt;493;507;681;815;534;407;1302;1540;1472;1538;1382;1050;1103;1465;1494;2253;1987;474;528;648;783;542;383;1261;1287;1247;1257;1202;1155;1299;1570;1696;2785;2924
31.12.2024;09464;Hof, kreisfreie Stadt;617;666;889;1125;683;505;1530;1922;1612;1582;1371;1254;1391;1681;1661;2493;2111;557;621;894;1048;583;423;1278;1361;1348;1395;1352;1318;1469;1744;1765;3047;3482
31.12.2024;09471;Bamberg, Landkreis;1958;2373;3162;3573;2263;1470;3711;3827;4407;5060;5013;4572;5054;6258;6346;9029;5756;1889;2254;3086;3482;1901;1306;3119;3398;4220;4923;4860;4423;4922;6385;6414;9357;8006
31.12.2024;09472;Bayreuth, Landkreis;1314;1541;1988;2368;1480;1003;2536;2606;2870;3198;3301;2950;3508;4527;4513;6772;4761;1264;1447;1861;2260;1297;899;2077;2166;2700;3207;3205;3034;3696;4517;4564;6934;6851
31.12.2024;09473;Coburg, Landkreis;1093;1303;1657;1976;1167;774;2049;2013;2396;2814;2720;2369;2698;3707;3749;5402;4017;974;1117;1531;1747;1019;678;1591;1813;2274;2701;2667;2414;2784;3728;3784;5944;5798
31.12.2024;09474;Forchheim, Landkreis;1558;1801;2363;2775;1622;1123;2910;3145;3526;3781;3776;3649;3644;4817;5106;7110;5002;1477;1790;2360;2731;1667;1051;2430;2605;3187;3708;3888;3452;3874;4867;5159;7398;6832
31.12.2024;09475;Hof, Landkreis;1012;1281;1615;2015;1223;856;2135;2262;2623;2671;2612;2494;3011;4083;4191;6282;4808;1056;1166;1585;1893;1134;760;1815;2004;2454;2575;2692;2523;3284;4101;4220;6679;7076
31.12.2024;09476;Kronach, Landkreis;694;733;1019;1362;808;566;1635;1722;1896;1925;1945;1921;2274;2932;3010;4419;3173;662;719;1030;1324;799;512;1295;1337;1627;1739;1823;1921;2346;2888;3006;4766;4717
31.12.2024;09477;Kulmbach, Landkreis;789;941;1235;1523;967;723;1815;1951;2120;2236;2120;2077;2356;3170;3230;4688;3399;782;887;1183;1415;883;568;1486;1675;1875;2035;2110;2043;2479;3202;3148;5184;5223
31.12.2024;09478;Lichtenfels, Landkreis;794;974;1286;1503;956;585;1627;1810;2145;2106;2092;1948;2230;2805;2965;4272;3129;823;858;1210;1516;891;539;1364;1663;1947;2031;2039;2014;2312;2832;2962;4658;4493
31.12.2024;09479;Wunsiedel im Fichtelgebirge, Landkreis;820;993;1288;1616;937;671;1635;1768;1988;1994;1979;1868;2219;2927;3116;4715;3833;777;849;1219;1388;864;575;1531;1743;1867;1926;2090;1937;2340;3075;3207;5204;5590
31.12.2024;09561;Ansbach, kreisfreie Stadt;631;611;760;909;566;411;1171;1424;1384;1344;1323;1167;1173;1514;1441;2162;1763;565;598;755;894;569;441;1080;1206;1253;1263;1285;1229;1266;1590;1645;2666;2683
31.12.2024;09562;Erlangen, kreisfreie Stadt;1601;1619;2200;2558;1607;1171;4597;6836;5057;4099;3734;3032;3109;3927;3595;4706;4224;1523;1477;2027;2317;1416;1108;4420;5316;4406;3820;3748;3237;3282;3895;3632;5628;7004
31.12.2024;09563;F�rth, kreisfreie Stadt;1802;1955;2546;2910;1796;1238;3518;4664;5138;5148;4872;4295;4184;5081;4795;6249;4849;1669;1877;2474;2758;1628;1102;3332;4331;4664;4700;4652;4359;4340;5217;4989;7406;7498
31.12.2024;09564;N�rnberg, kreisfreie Stadt;7063;7385;9861;11900;7306;5301;16062;21065;21243;20197;18426;16467;16344;19405;17123;23514;21696;6809;7109;9406;11213;6712;4918;15425;19505;19255;18828;18258;17004;16792;18524;17498;28221;33673
31.12.2024;09565;Schwabach, kreisfreie Stadt;541;640;881;1042;628;416;948;1103;1157;1312;1300;1187;1233;1762;1586;2187;2009;496;573;777;920;569;338;988;1110;1188;1320;1301;1326;1333;1796;1588;2455;2825
31.12.2024;09571;Ansbach, Landkreis;2667;3125;3990;4523;2897;1936;4996;5490;5964;6309;6302;5598;6218;7595;7713;11178;7558;2567;2911;3885;4215;2555;1697;4251;4824;5443;6072;5803;5578;6094;7654;7732;11607;10686
31.12.2024;09572;Erlangen-H�chstadt, Landkreis;1851;2356;3196;3719;2174;1395;3304;3358;3809;4496;4975;4361;4477;5482;5474;7923;6235;1739;2150;2942;3337;2042;1218;2851;3070;3657;4737;4866;4385;4530;5714;5509;8756;8237
31.12.2024;09573;F�rth, Landkreis;1566;1851;2484;2904;1696;1028;2627;2805;3307;3848;3876;3626;3598;4788;4574;6731;5891;1430;1719;2398;2698;1541;939;2370;2558;3331;3849;4116;3752;3867;5092;4978;7529;8352
31.12.2024;09574;N�rnberger Land, Landkreis;2096;2748;3542;4222;2475;1592;3988;4093;4769;5345;5582;5081;5461;7252;6840;9623;8174;2024;2392;3392;3737;2183;1364;3359;3621;4722;5696;5903;5181;5720;7234;7045;10862;11495
31.12.2024;09575;Neustadt an der Aisch-Bad Windsheim, Landkreis;1365;1565;2099;2364;1552;959;2562;2832;3020;3362;3455;2987;3217;4327;4257;6393;4319;1341;1529;2056;2324;1337;914;2135;2321;2889;3147;3271;2931;3264;4262;4210;6527;5950
31.12.2024;09576;Roth, Landkreis;1699;1996;2854;3074;1757;1214;3134;3488;3716;4375;4243;3895;4079;5538;5351;7443;5970;1641;1964;2591;2971;1740;1120;2678;3011;3673;4254;4089;3784;4213;5592;5342;8018;8125
31.12.2024;09577;Wei�enburg-Gunzenhausen, Landkreis;1327;1508;1974;2250;1370;982;2493;2675;2865;3247;2874;2789;2929;3728;4016;5856;4315;1238;1415;1937;2069;1269;841;2215;2270;2792;2951;2913;2710;2867;3863;4029;6186;5932
31.12.2024;09661;Aschaffenburg, kreisfreie Stadt;999;1058;1360;1603;1022;727;2033;2506;2761;2688;2414;2161;2235;2678;2637;3783;3103;887;994;1272;1585;941;651;1887;2291;2418;2551;2380;2246;2352;2859;2777;4582;4650
31.12.2024;09662;Schweinfurt, kreisfreie Stadt;693;730;1026;1206;824;690;2300;1901;1945;1838;1733;1510;1507;1855;1902;2811;2502;709;788;1036;1289;757;568;1438;1506;1544;1598;1699;1546;1511;1716;1872;3719;4212
31.12.2024;09663;W�rzburg, kreisfreie Stadt;1562;1610;1998;2325;1454;1244;5269;7209;6079;5066;3922;3392;3286;4052;3873;5814;5607;1465;1540;1939;2214;1369;1272;7253;7511;5573;4297;3800;3383;3278;4283;4325;7203;8791
